0	23
0	124
0	184
0	566
1	4
1	203
1	253
1	284
1	546
2	23
2	184
2	189
2	341
2	517
3	291
3	520
3	594
4	1
4	19
4	25
4	60
4	97
4	103
4	132
4	153
4	154
4	203
4	205
4	211
4	231
4	253
4	267
4	277
4	284
4	318
4	322
4	334
4	335
4	348
4	362
4	365
4	370
4	384
4	410
4	415
4	418
4	429
4	452
4	469
4	472
4	490
4	514
4	527
4	535
4	546
4	555
4	582
4	602
4	607
4	615
4	619
4	627
4	662
4	679
5	32
5	419
5	547
5	587
5	603
6	151
6	237
6	254
6	338
6	438
6	451
6	526
6	565
6	615
6	628
6	632
6	687
7	413
7	417
7	449
7	520
7	611
8	461
8	594
8	612
9	23
9	36
9	76
9	80
9	184
9	510
9	517
10	211
10	324
10	514
11	30
11	130
11	167
11	205
11	211
11	273
11	324
11	333
11	347
11	382
11	389
11	394
11	430
11	452
11	472
11	505
11	514
11	516
11	549
11	555
11	574
11	590
11	596
11	597
11	615
11	625
11	631
11	654
11	665
12	35
12	158
12	594
13	21
13	22
13	34
13	46
13	171
13	197
13	247
13	270
13	279
13	280
13	309
13	470
13	535
13	627
14	110
14	184
14	437
14	663
15	195
15	243
15	312
15	343
15	370
15	477
15	602
15	627
16	23
16	184
16	502
16	517
17	180
17	184
17	459
18	61
18	67
18	72
18	109
18	129
18	152
18	174
18	205
18	207
18	211
18	242
18	262
18	286
18	290
18	297
18	312
18	325
18	340
18	372
18	402
18	452
18	497
18	514
18	535
18	538
18	541
18	582
18	590
18	615
18	627
18	643
18	651
18	662
18	665
18	691
18	693
19	4
19	60
19	153
19	277
19	490
19	546
20	42
20	122
20	158
20	184
20	266
20	288
20	291
20	374
20	395
20	403
20	414
20	461
20	497
20	520
20	535
20	586
20	594
20	615
20	676
21	13
21	22
21	34
21	46
21	57
21	171
21	197
21	247
21	270
21	279
21	280
21	309
21	446
21	470
21	535
21	615
21	627
21	651
22	13
22	21
22	34
22	247
22	270
22	280
22	309
22	470
22	627
23	0
23	2
23	9
23	16
23	24
23	36
23	54
23	71
23	75
23	76
23	80
23	109
23	124
23	138
23	141
23	142
23	150
23	159
23	163
23	176
23	184
23	185
23	187
23	189
23	216
23	257
23	258
23	263
23	264
23	268
23	274
23	282
23	304
23	316
23	320
23	328
23	329
23	340
23	341
23	351
23	353
23	366
23	369
23	381
23	421
23	422
23	443
23	467
23	468
23	484
23	502
23	506
23	510
23	517
23	518
23	536
23	548
23	554
23	562
23	566
23	581
23	589
23	598
23	600
23	610
23	635
23	651
23	664
23	671
23	672
23	681
24	23
24	184
24	257
24	517
25	4
25	429
25	546
25	602
25	607
25	679
26	211
26	331
26	349
26	362
26	368
26	588
27	520
27	594
27	614
27	661
28	38
28	109
28	137
28	184
28	242
28	434
28	521
29	53
29	207
29	276
29	660
30	11
30	205
30	382
30	452
30	590
31	211
31	529
31	535
32	5
32	419
32	547
32	587
32	603
33	57
33	109
33	207
33	440
33	524
33	628
33	651
34	13
34	21
34	22
34	247
34	270
34	280
34	309
34	470
34	627
35	12
35	158
35	594
36	9
36	23
36	76
36	80
36	184
36	510
36	517
37	77
37	95
37	227
37	261
37	309
37	312
37	344
37	418
37	512
37	602
37	615
37	627
38	28
38	109
38	137
38	184
38	242
38	434
38	521
39	224
39	237
39	315
39	396
39	471
39	526
39	615
39	628
39	687
40	109
40	346
40	361
40	423
40	455
40	497
40	508
40	651
41	61
41	162
41	211
41	324
41	392
41	513
41	620
42	20
42	122
42	266
42	403
42	594
42	676
43	92
43	370
43	445
43	602
43	627
44	77
44	309
44	312
44	418
44	602
44	615
44	627
45	169
45	309
45	312
45	418
45	456
45	602
45	615
45	627
45	644
46	13
46	21
46	171
46	197
46	279
46	280
46	535
46	627
47	84
47	308
47	371
47	594
48	412
48	472
48	555
49	112
49	229
49	309
49	312
49	391
49	418
49	571
49	602
49	627
50	144
50	288
50	291
50	376
50	414
50	449
50	520
50	594
51	395
51	594
52	221
52	342
52	410
52	546
53	29
53	56
53	60
53	108
53	120
53	142
53	182
53	207
53	210
53	276
53	330
53	377
53	390
53	404
53	407
53	432
53	439
53	444
53	570
53	579
53	582
53	591
53	641
53	660
53	686
54	23
54	109
54	184
54	258
54	581
54	589
54	651
55	68
55	89
55	99
55	126
55	135
55	136
55	142
55	157
55	175
55	207
55	245
55	297
55	300
55	380
55	481
55	530
55	541
55	608
55	667
55	689
56	53
56	207
56	276
56	660
57	21
57	33
57	109
57	135
57	140
57	170
57	190
57	207
57	217
57	265
57	280
57	311
57	425
57	440
57	446
57	450
57	524
57	544
57	583
57	615
57	628
57	651
57	656
58	425
58	440
58	441
58	615
58	651
58	652
59	157
59	207
59	283
59	317
59	463
59	479
59	545
59	570
59	593
60	4
60	19
60	53
60	69
60	142
60	153
60	205
60	207
60	249
60	276
60	277
60	302
60	339
60	401
60	407
60	490
